Entry	Entry name	Protein names	Gene names	Gene ontology (GO)	Gene ontology (molecular function)
P10147	CCL3_HUMAN	C-C motif chemokine 3 (G0/G1 switch regulatory protein 19-1) (Macrophage inflammatory protein 1-alpha) (MIP-1-alpha) (PAT 464.1) (SIS-beta) (Small-inducible cytokine A3) (Tonsillar lymphocyte LD78 alpha protein) [Cleaved into: MIP-1-alpha(4-69) (LD78-alpha(4-69))]	CCL3 G0S19-1 MIP1A SCYA3	cell [GO:0005623]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; calcium-dependent protein kinase C activity [GO:0004698]; CCR chemokine receptor binding [GO:0048020]; CCR1 chemokine receptor binding [GO:0031726]; CCR5 chemokine receptor binding [GO:0031730]; chemoattractant activity [GO:0042056]; chemokine activity [GO:0008009]; identical protein binding [GO:0042802]; kinase activity [GO:0016301]; phospholipase activator activity [GO:0016004]; protein kinase activity [GO:0004672]; astrocyte cell migration [GO:0043615]; calcium ion transport [GO:0006816]; calcium-mediated signaling [GO:0019722]; cell activation [GO:0001775]; cell-cell signaling [GO:0007267]; cellular calcium ion homeostasis [GO:0006874]; cellular response to interferon-gamma [GO:0071346]; cellular response to interleukin-1 [GO:0071347]; cellular response to organic cyclic compound [GO:0071407]; cellular response to tumor necrosis factor [GO:0071356]; chemokine-mediated signaling pathway [GO:0070098]; chemotaxis [GO:0006935]; cytokine-mediated signaling pathway [GO:0019221]; cytoskeleton organization [GO:0007010]; eosinophil chemotaxis [GO:0048245]; eosinophil degranulation [GO:0043308]; exocytosis [GO:0006887]; G protein-coupled receptor signaling pathway [GO:0007186]; granulocyte chemotaxis [GO:0071621]; inflammatory response [GO:0006954]; lipopolysaccharide-mediated signaling pathway [GO:0031663]; lymphocyte chemotaxis [GO:0048247]; macrophage chemotaxis [GO:0048246]; MAPK cascade [GO:0000165]; monocyte chemotaxis [GO:0002548]; negative regulation by host of viral transcription [GO:0043922]; negative regulation of bone mineralization [GO:0030502]; negative regulation of gene expression [GO:0010629]; negative regulation of osteoclast differentiation [GO:0045671]; neutrophil chemotaxis [GO:0030593]; osteoblast differentiation [GO:0001649]; positive regulation of calcium ion import [GO:0090280]; positive regulation of calcium ion transport [GO:0051928]; positive regulation of calcium-mediated signaling [GO:0050850]; positive regulation of cell migration [GO:0030335]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of gene expression [GO:0010628]; positive regulation of GTPase activity [GO:0043547]; positive regulation of inflammatory response [GO:0050729]; positive regulation of interleukin-1 beta secretion [GO:0050718]; positive regulation of microglial cell activation [GO:1903980]; positive regulation of microglial cell migration [GO:1904141]; positive regulation of natural killer cell chemotaxis [GO:2000503]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of protein kinase B signaling [GO:0051897]; positive regulation of tumor necrosis factor production [GO:0032760]; protein kinase B signaling [GO:0043491]; regulation of behavior [GO:0050795]; regulation of cell shape [GO:0008360]; regulation of sensory perception of pain [GO:0051930]; release of sequestered calcium ion into cytosol by sarcoplasmic reticulum [GO:0014808]; response to cholesterol [GO:0070723]; response to toxic substance [GO:0009636]; signaling [GO:0023052]; T cell chemotaxis [GO:0010818]	calcium-dependent protein kinase C activity [GO:0004698]; CCR1 chemokine receptor binding [GO:0031726]; CCR5 chemokine receptor binding [GO:0031730]; CCR chemokine receptor binding [GO:0048020]; chemoattractant activity [GO:0042056]; chemokine activity [GO:0008009]; identical protein binding [GO:0042802]; kinase activity [GO:0016301]; phospholipase activator activity [GO:0016004]; protein kinase activity [GO:0004672]
Q86TW2	ADCK1_HUMAN	AarF domain-containing protein kinase 1 (EC 2.7.-.-)	ADCK1	extracellular region [GO:0005576]; ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]; negative regulation of mitochondrial fusion [GO:0010637]; positive regulation of cristae formation [GO:1903852]	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]
Q8IXL6	FA20C_HUMAN	Extracellular serine/threonine protein kinase FAM20C (EC 2.7.11.1) (Dentin matrix protein 4) (DMP-4) (Golgi casein kinase) (Golgi-enriched fraction casein kinase) (GEF-CK)	FAM20C DMP4	endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; manganese ion binding [GO:0030145]; phosphotransferase activity, alcohol group as acceptor [GO:0016773]; protein serine/threonine kinase activity [GO:0004674]; ATP metabolic process [GO:0046034]; biomineral tissue development [GO:0031214]; cellular protein metabolic process [GO:0044267]; dentinogenesis [GO:0097187]; enamel mineralization [GO:0070166]; odontoblast differentiation [GO:0071895]; osteoclast maturation [GO:0036179]; positive regulation of bone mineralization [GO:0030501]; positive regulation of osteoblast differentiation [GO:0045669]; post-translational protein modification [GO:0043687]; protein phosphorylation [GO:0006468]; regulation of fibroblast growth factor receptor signaling pathway [GO:0040036]; regulation of phosphorus metabolic process [GO:0051174]	ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; manganese ion binding [GO:0030145]; phosphotransferase activity, alcohol group as acceptor [GO:0016773]; protein serine/threonine kinase activity [GO:0004674]
P49674	KC1E_HUMAN	Casein kinase I isoform epsilon (CKI-epsilon) (CKIe) (EC 2.7.11.1)	CSNK1E	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]; RNA binding [GO:0003723]; canonical Wnt signaling pathway [GO:0060070]; ciliary basal body-plasma membrane docking [GO:0097711]; circadian regulation of gene expression [GO:0032922]; DNA repair [GO:0006281]; G2/M transition of mitotic cell cycle [GO:0000086]; negative regulation of protein binding [GO:0032091]; peptidyl-serine phosphorylation [GO:0018105]; positive regulation of non-canonical Wnt signaling pathway [GO:2000052]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; positive regulation of Wnt-mediated midbrain dopaminergic neuron differentiation [GO:1905426]; protein phosphorylation [GO:0006468]; regulation of cellular protein localization [GO:1903827]; regulation of circadian rhythm [GO:0042752]; regulation of G2/M transition of mitotic cell cycle [GO:0010389]; signal transduction [GO:0007165]	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]; RNA binding [GO:0003723]
Q9Y2U5	M3K2_HUMAN	Mitogen-activated protein kinase kinase kinase 2 (EC 2.7.11.25) (MAPK/ERK kinase kinase 2) (MEK kinase 2) (MEKK 2)	MAP3K2 MAPKKK2 MEKK2	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; ATP binding [GO:0005524]; MAP kinase kinase kinase activity [GO:0004709]; metal ion binding [GO:0046872]; protein kinase activity [GO:0004672]; protein kinase binding [GO:0019901]; protein serine/threonine kinase activity [GO:0004674]; activation of JUN kinase activity [GO:0007257]; activation of MAPK activity [GO:0000187]; activation of protein kinase activity [GO:0032147]; cellular response to mechanical stimulus [GO:0071260]; positive regulation of transcription, DNA-templated [GO:0045893]; protein phosphorylation [GO:0006468]; signal transduction by protein phosphorylation [GO:0023014]	ATP binding [GO:0005524]; MAP kinase kinase kinase activity [GO:0004709]; metal ion binding [GO:0046872]; protein kinase activity [GO:0004672]; protein kinase binding [GO:0019901]; protein serine/threonine kinase activity [GO:0004674]
Q96D53	COQ8B_HUMAN	Atypical kinase COQ8B, mitochondrial (EC 2.7.-.-) (AarF domain-containing protein kinase 4) (Coenzyme Q protein 8B)	COQ8B ADCK4	cytosol [GO:0005829]; extrinsic component of mitochondrial inner membrane [GO:0031314]; integral component of membrane [GO:0016021]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; kinase activity [GO:0016301]; cerebellar Purkinje cell layer morphogenesis [GO:0021692]; protein phosphorylation [GO:0006468]; ubiquinone biosynthetic process [GO:0006744]	ATP binding [GO:0005524]; kinase activity [GO:0016301]
Q9UM73	ALK_HUMAN	ALK tyrosine kinase receptor (EC 2.7.10.1) (Anaplastic lymphoma kinase) (CD antigen CD246)	ALK	extracellular exosome [GO:0070062]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; receptor complex [GO:0043235]; ATP binding [GO:0005524]; identical protein binding [GO:0042802]; NF-kappaB-inducing kinase activity [GO:0004704]; protein tyrosine kinase activity [GO:0004713]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]; activation of MAPK activity [GO:0000187]; adult behavior [GO:0030534]; cell population proliferation [GO:0008283]; hippocampus development [GO:0021766]; neuron development [GO:0048666]; phosphorylation [GO:0016310]; positive regulation of dendrite development [GO:1900006]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; protein autophosphorylation [GO:0046777]; regulation of apoptotic process [GO:0042981]; regulation of cell population proliferation [GO:0042127]; regulation of dopamine receptor signaling pathway [GO:0060159]; regulation of neuron differentiation [GO:0045664]; response to environmental enrichment [GO:0090648]; signal transduction [GO:0007165]; swimming behavior [GO:0036269]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]	ATP binding [GO:0005524]; identical protein binding [GO:0042802]; NF-kappaB-inducing kinase activity [GO:0004704]; protein tyrosine kinase activity [GO:0004713]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]
O60566	BUB1B_HUMAN	Mitotic checkpoint serine/threonine-protein kinase BUB1 beta (EC 2.7.11.1) (MAD3/BUB1-related protein kinase) (hBUBR1) (Mitotic checkpoint kinase MAD3L) (Protein SSK1)	BUB1B BUBR1 MAD3L SSK1	anaphase-promoting complex [GO:0005680]; condensed chromosome kinetochore [GO:0000777]; condensed chromosome outer kinetochore [GO:0000940]; condensed nuclear chromosome kinetochore [GO:0000778]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; kinetochore [GO:0000776]; microtubule organizing center [GO:0005815]; perinuclear region of cytoplasm [GO:0048471]; spindle [GO:0005819]; ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]; anaphase-promoting complex-dependent catabolic process [GO:0031145]; apoptotic process [GO:0006915]; cell division [GO:0051301]; meiotic sister chromatid cohesion, centromeric [GO:0051754]; mitotic cell cycle [GO:0000278]; mitotic cell cycle checkpoint [GO:0007093]; mitotic spindle assembly checkpoint [GO:0007094]; regulation of mitotic cell cycle phase transition [GO:1901990]; ubiquitin-dependent protein catabolic process [GO:0006511]	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]
O43683	BUB1_HUMAN	Mitotic checkpoint serine/threonine-protein kinase BUB1 (hBUB1) (EC 2.7.11.1) (BUB1A)	BUB1 BUB1L	condensed chromosome kinetochore [GO:0000777]; condensed nuclear chromosome kinetochore [GO:0000778]; condensed nuclear chromosome outer kinetochore [GO:0000942]; cytosol [GO:0005829]; kinetochore [GO:0000776]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]; apoptotic process [GO:0006915]; cell division [GO:0051301]; cell population proliferation [GO:0008283]; meiotic sister chromatid cohesion, centromeric [GO:0051754]; mitotic cell cycle checkpoint [GO:0007093]; mitotic spindle assembly checkpoint [GO:0007094]; regulation of chromosome segregation [GO:0051983]; regulation of sister chromatid cohesion [GO:0007063]; viral process [GO:0016032]	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]
Q8NCB2	CAMKV_HUMAN	CaM kinase-like vesicle-associated protein	CAMKV	cytoplasmic vesicle membrane [GO:0030659]; glutamatergic synapse [GO:0098978]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; calmodulin-dependent protein kinase activity [GO:0004683]; regulation of modification of postsynaptic structure [GO:0099159]	ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; calmodulin-dependent protein kinase activity [GO:0004683]
P17612	KAPCA_HUMAN	cAMP-dependent protein kinase catalytic subunit alpha (PKA C-alpha) (EC 2.7.11.11)	PRKACA PKACA	acrosomal vesicle [GO:0001669]; calcium channel complex [GO:0034704]; cAMP-dependent protein kinase complex [GO:0005952]; cell [GO:0005623]; centrosome [GO:0005813]; ciliary base [GO:0097546]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendritic spine [GO:0043197]; extracellular exosome [GO:0070062]; intercellular bridge [GO:0045171]; membrane [GO:0016020]; mitochondrion [GO:0005739]; neuromuscular junction [GO:0031594]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleotide-activated protein kinase complex [GO:0031588]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane raft [GO:0044853]; sperm flagellum [GO:0036126]; sperm midpiece [GO:0097225]; ATP binding [GO:0005524]; cAMP-dependent protein kinase activity [GO:0004691]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; protein domain specific binding [GO:0019904]; protein kinase A regulatory subunit binding [GO:0034237]; protein kinase activity [GO:0004672]; protein kinase binding [GO:0019901]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; ubiquitin protein ligase binding [GO:0031625]; activation of protein kinase A activity [GO:0034199]; blood coagulation [GO:0007596]; calcium-mediated signaling using intracellular calcium source [GO:0035584]; cell communication by electrical coupling involved in cardiac conduction [GO:0086064]; cellular response to epinephrine stimulus [GO:0071872]; cellular response to glucagon stimulus [GO:0071377]; cellular response to glucose stimulus [GO:0071333]; cellular response to heat [GO:0034605]; cellular response to parathyroid hormone stimulus [GO:0071374]; ciliary basal body-plasma membrane docking [GO:0097711]; cytokine-mediated signaling pathway [GO:0019221]; G2/M transition of mitotic cell cycle [GO:0000086]; high-density lipoprotein particle assembly [GO:0034380]; mesoderm formation [GO:0001707]; modulation of chemical synaptic transmission [GO:0050804]; mRNA processing [GO:0006397]; negative regulation of smoothened signaling pathway involved in dorsal/ventral neural tube patterning [GO:1901621]; neural tube closure [GO:0001843]; peptidyl-serine phosphorylation [GO:0018105]; peptidyl-threonine phosphorylation [GO:0018107]; positive regulation of cell cycle arrest [GO:0071158]; positive regulation of protein export from nucleus [GO:0046827]; protein autophosphorylation [GO:0046777]; protein kinase A signaling [GO:0010737]; protein phosphorylation [GO:0006468]; regulation of bicellular tight junction assembly [GO:2000810]; regulation of cardiac conduction [GO:1903779]; regulation of cardiac muscle contraction [GO:0055117]; regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion [GO:0010881]; regulation of cytosolic calcium ion concentration [GO:0051480]; regulation of G2/M transition of mitotic cell cycle [GO:0010389]; regulation of heart rate [GO:0002027]; regulation of macroautophagy [GO:0016241]; regulation of osteoblast differentiation [GO:0045667]; regulation of proteasomal protein catabolic process [GO:0061136]; regulation of protein binding [GO:0043393]; regulation of protein processing [GO:0070613]; regulation of ryanodine-sensitive calcium-release channel activity [GO:0060314]; renal water homeostasis [GO:0003091]; sperm capacitation [GO:0048240]; stimulatory C-type lectin receptor signaling pathway [GO:0002223]	ATP binding [GO:0005524]; cAMP-dependent protein kinase activity [GO:0004691]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; protein domain specific binding [GO:0019904]; protein kinase activity [GO:0004672]; protein kinase A regulatory subunit binding [GO:0034237]; protein kinase binding [GO:0019901]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; protein serine/threonine kinase activity [GO:0004674]; ubiquitin protein ligase binding [GO:0031625]
